dc,Station Number,Station Name,Latitude,Longitude,Height above MSL,Month Day Year in YYYY-MM-DD format,Precipitation in the 24 hours before 9am (local time) in mm,Quality of precipitation value,Number of days of rain within the days of accumulation,Accumulated number of days over which the precipitation was measured,Maximum temperature in 24 hours after 9am (local time) in Degrees C,Quality of maximum temperature in 24 hours after 9am (local time),Days of accumulation of maximum temperature,Minimum temperature in 24 hours before 9am (local time) in Degrees C,Quality of minimum temperature in 24 hours before 9am (local time),Days of accumulation of minimum temperature,Average daily dew point temperature in Degrees C,Quality of overall dew point temperature observations used,Relative humidity for observation at 09 hours Local Time in percentage %,Quality of relative humidity for observation at 09 hours Local Time,Relative humidity for observation at 15 hours Local Time in percentage %,Quality of relative humidity for observation at 15 hours Local Time,Wind speed at 09 hours Local Time measured in km/h,Quality of wind speed at 09 hours Local Time,Wind speed at 15 hours Local Time measured in km/h,Quality of wind speed at 15 hours Local Time,Wind direction at 09 hours Local Time as 16 compass point text,Quality of wind direction at 09 hours Local Time,Wind direction at 15 hours Local Time as 16 compass point text,Quality of wind direction at 15 hours Local Time,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-04-10,   0.0,N,  , 1, 32.8,Y, 1, 23.8,Y, 1, 22.1,Y, 70,Y, 56,Y, 16.6,Y, 13.0,Y,SE   ,Y,NE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-04-11,   0.0,N,  , 1, 32.5,Y, 1, 22.8,Y, 1, 20.5,Y, 71,Y, 44,Y, 13.0,Y, 16.6,Y,ESE  ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-04-12,   0.0,N,  , 1, 32.7,Y, 1, 25.5,Y, 1, 20.2,Y, 61,Y, 49,Y, 16.6,Y, 13.0,Y,ESE  ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-04-13,   0.0,N,  , 1, 32.6,Y, 1, 22.7,Y, 1, 20.5,Y, 72,Y, 53,Y, 14.8,Y, 13.0,Y,SSE  ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-04-14,   0.0,N,  , 1, 33.8,Y, 1, 22.2,Y, 1, 20.2,Y, 66,Y, 52,Y, 16.6,Y, 14.8,Y,ESE  ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-04-15,   0.0,N,  , 1, 33.1,Y, 1, 22.8,Y, 1, 21.4,Y, 72,Y, 52,Y, 13.0,Y,  9.4,Y,SSE  ,Y,NE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-04-16,   0.0,N,  , 1, 33.4,Y, 1, 22.9,Y, 1, 21.8,Y, 69,Y, 54,Y, 13.0,Y, 13.0,Y,SSE  ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-04-17,   1.2,N,  , 1, 34.0,Y, 1, 22.7,Y, 1, 19.8,Y, 71,Y, 41,Y, 14.8,Y, 20.5,Y,ESE  ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-04-18,   0.0,N,  , 1, 33.2,Y, 1, 20.3,Y, 1, 19.0,Y, 59,Y, 45,Y, 13.0,Y, 13.0,Y,SSE  ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-04-19,   0.0,N,  , 1, 32.5,Y, 1, 22.4,Y, 1, 19.1,Y, 61,Y, 47,Y, 16.6,Y, 13.0,Y,ESE  ,Y,NE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-04-20,   0.0,N,  , 1, 31.9,Y, 1, 22.0,Y, 1, 20.2,Y, 65,Y, 52,Y, 14.8,Y, 11.2,Y,SE   ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-04-21,   0.0,N,  , 1, 31.9,Y, 1, 24.4,Y, 1, 21.8,Y, 69,Y, 58,Y, 18.4,Y, 13.0,Y,ESE  ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-04-22,   0.0,N,  , 1, 32.4,Y, 1, 22.6,Y, 1, 21.5,Y, 65,Y, 49,Y, 16.6,Y, 11.2,Y,ESE  ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-04-23,   1.8,N,  , 1, 32.1,Y, 1, 22.9,Y, 1, 21.8,Y, 68,Y, 54,Y, 16.6,Y, 13.0,Y,ESE  ,Y,NE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-04-24,   1.8,N,  , 1, 31.8,Y, 1, 21.9,Y, 1, 20.7,Y, 72,Y, 49,Y, 13.0,Y, 13.0,Y,SE   ,Y,NE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-04-25,   0.0,N,  , 1, 33.3,Y, 1, 21.7,Y, 1, 19.4,Y, 65,Y, 37,Y, 14.8,Y, 14.8,Y,SE   ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-04-26,   0.0,N,  , 1, 32.9,Y, 1, 20.9,Y, 1, 18.7,Y, 68,Y, 34,Y, 14.8,Y, 13.0,Y,ESE  ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-04-27,   0.0,N,  , 1, 32.2,Y, 1, 21.5,Y, 1, 18.2,Y, 61,Y, 37,Y,  9.4,Y, 11.2,Y,E    ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-04-28,   0.0,N,  , 1, 30.8,Y, 1, 20.0,Y, 1, 19.3,Y, 66,Y, 54,Y, 16.6,Y, 13.0,Y,SE   ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-04-29,   0.0,N,  , 1, 32.0,Y, 1, 21.7,Y, 1, 20.7,Y, 69,Y, 55,Y, 16.6,Y, 13.0,Y,SE   ,Y,NE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-04-30,   0.0,N,  , 1, 32.8,Y, 1, 22.2,Y, 1, 20.4,Y, 69,Y, 53,Y, 16.6,Y, 14.8,Y,SE   ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-01,   0.0,N,  , 1, 33.3,Y, 1, 21.9,Y, 1, 21.1,Y, 65,Y, 51,Y, 20.5,Y, 14.8,Y,SE   ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-02,   0.0,N,  , 1, 34.1,Y, 1, 23.7,Y, 1, 21.5,Y, 67,Y, 50,Y, 18.4,Y, 13.0,Y,SE   ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-03,   1.0,N,  , 1, 33.0,Y, 1, 23.2,Y, 1, 20.3,Y, 69,Y, 45,Y, 18.4,Y, 16.6,Y,ESE  ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-04,   0.0,N,  , 1, 32.6,Y, 1, 21.5,Y, 1, 19.8,Y, 65,Y, 46,Y, 14.8,Y, 13.0,Y,SE   ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-05,   0.0,N,  , 1, 33.0,Y, 1, 21.1,Y, 1, 19.4,Y, 62,Y, 41,Y, 14.8,Y, 16.6,Y,SSE  ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-06,   0.0,N,  , 1, 32.1,Y, 1, 22.2,Y, 1, 18.4,Y, 64,Y, 44,Y, 16.6,Y, 14.8,Y,SE   ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-07,   0.0,N,  , 1, 33.2,Y, 1, 20.2,Y, 1, 18.3,Y, 60,Y, 40,Y, 13.0,Y, 14.8,Y,SSE  ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-08,   0.0,N,  , 1, 32.2,Y, 1, 20.8,Y, 1, 18.0,Y, 61,Y, 38,Y, 13.0,Y, 18.4,Y,SE   ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-09,   0.0,N,  , 1, 31.8,Y, 1, 21.0,Y, 1, 18.7,Y, 67,Y, 38,Y, 14.8,Y, 13.0,Y,SE   ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-10,   0.0,N,  , 1, 32.5,Y, 1, 21.8,Y, 1, 19.9,Y, 65,Y, 51,Y, 18.4,Y, 13.0,Y,SE   ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-11,   0.0,N,  , 1, 33.2,Y, 1, 22.6,Y, 1, 19.9,Y, 70,Y, 42,Y, 18.4,Y, 13.0,Y,ESE  ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-12,   0.0,N,  , 1, 32.3,Y, 1, 22.9,Y, 1, 19.9,Y, 66,Y, 43,Y, 16.6,Y, 14.8,Y,SE   ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-13,   0.0,N,  , 1, 31.8,Y, 1, 23.0,Y, 1, 20.8,Y, 69,Y, 52,Y, 18.4,Y, 13.0,Y,ESE  ,Y,NE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-14,   0.0,N,  , 1, 31.4,Y, 1, 24.1,Y, 1, 21.4,Y, 76,Y, 58,Y, 13.0,Y, 11.2,Y,SE   ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-15,   0.0,N,  , 1, 32.5,Y, 1, 24.0,Y, 1, 19.9,Y, 74,Y, 40,Y,  9.4,Y, 16.6,Y,SE   ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-16,   0.0,N,  , 1, 32.1,Y, 1, 23.4,Y, 1, 19.6,Y, 63,Y, 46,Y, 14.8,Y, 14.8,Y,SE   ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-17,   0.0,N,  , 1, 32.0,Y, 1, 24.5,Y, 1, 20.9,Y, 70,Y, 50,Y, 11.2,Y, 16.6,Y,SE   ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-18,   0.0,N,  , 1, 33.6,Y, 1, 22.1,Y, 1, 19.2,Y, 72,Y, 35,Y, 14.8,Y, 18.4,Y,SE   ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-19,   0.0,N,  , 1, 31.7,Y, 1, 20.7,Y, 1, 17.5,Y, 65,Y, 41,Y, 18.4,Y, 16.6,Y,SE   ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-20,   0.0,N,  , 1, 30.5,Y, 1, 20.0,Y, 1, 16.9,Y, 64,Y, 43,Y, 14.8,Y, 13.0,Y,SE   ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-21,   0.0,N,  , 1, 31.2,Y, 1, 19.1,Y, 1, 18.5,Y, 67,Y, 52,Y, 16.6,Y, 14.8,Y,SE   ,Y,NE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-22,   0.0,N,  , 1, 31.8,Y, 1, 20.6,Y, 1, 19.0,Y, 63,Y, 45,Y, 20.5,Y, 14.8,Y,SE   ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-23,   0.0,N,  , 1, 31.4,Y, 1, 21.2,Y, 1, 18.8,Y, 66,Y, 57,Y, 18.4,Y, 14.8,Y,SE   ,Y,NE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-24,   0.0,N,  , 1, 30.4,Y, 1, 21.2,Y, 1, 18.7,Y, 67,Y, 48,Y, 14.8,Y, 13.0,Y,ESE  ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-25,   0.0,N,  , 1, 31.2,Y, 1, 20.9,Y, 1, 19.6,Y, 68,Y, 54,Y, 14.8,Y, 11.2,Y,ESE  ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-26,   0.0,N,  , 1, 31.3,Y, 1, 22.7,Y, 1, 20.2,Y, 68,Y, 58,Y, 18.4,Y, 14.8,Y,ESE  ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-27,   0.0,N,  , 1, 33.1,Y, 1, 21.2,Y, 1, 18.4,Y, 69,Y, 39,Y, 18.4,Y, 24.1,Y,SE   ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-28,   0.0,N,  , 1, 30.7,Y, 1, 19.4,Y, 1, 17.4,Y, 68,Y, 47,Y, 13.0,Y, 18.4,Y,SSE  ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-29,   0.0,N,  , 1, 31.5,Y, 1, 21.8,Y, 1, 16.2,Y, 63,Y, 42,Y, 16.6,Y, 24.1,Y,SSE  ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-30,   0.0,N,  , 1, 30.7,Y, 1, 20.8,Y, 1, 15.7,Y, 51,Y, 47,Y, 20.5,Y, 13.0,Y,SE   ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-05-31,   0.0,N,  , 1, 29.6,Y, 1, 19.6,Y, 1, 15.3,Y, 56,Y, 44,Y, 18.4,Y, 18.4,Y,SSE  ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-01,   0.0,N,  , 1, 30.3,Y, 1, 18.2,Y, 1, 14.1,Y, 54,Y, 35,Y, 16.6,Y, 18.4,Y,SE   ,Y,SE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-02,   0.0,N,  , 1, 30.7,Y, 1, 16.6,Y, 1, 15.8,Y, 63,Y, 44,Y, 13.0,Y, 14.8,Y,SE   ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-03,   0.0,N,  , 1, 31.4,Y, 1, 17.4,Y, 1, 17.0,Y, 64,Y, 47,Y, 11.2,Y, 13.0,Y,SE   ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-04,   0.0,N,  , 1, 31.9,Y, 1, 20.2,Y, 1, 20.0,Y, 72,Y, 50,Y, 14.8,Y, 11.2,Y,SE   ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-05,   0.0,N,  , 1, 32.8,Y, 1, 22.9,Y, 1, 20.5,Y, 63,Y, 59,Y, 16.6,Y, 13.0,Y,ESE  ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-06,   0.0,N,  , 1, 31.6,Y, 1, 23.0,Y, 1, 21.3,Y, 78,Y, 55,Y, 16.6,Y, 13.0,Y,SSE  ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-07,   0.0,N,  , 1, 31.8,Y, 1, 22.0,Y, 1, 21.1,Y, 75,Y, 58,Y, 18.4,Y, 13.0,Y,SSE  ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-08,   0.0,N,  , 1, 31.2,Y, 1, 22.5,Y, 1, 20.1,Y, 71,Y, 63,Y, 18.4,Y, 14.8,Y,SE   ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-09,   0.0,N,  , 1, 30.9,Y, 1, 23.3,Y, 1, 20.9,Y, 75,Y, 61,Y, 18.4,Y, 22.3,Y,SSE  ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-10,   0.0,N,  , 1, 31.7,Y, 1, 21.6,Y, 1, 20.4,Y, 78,Y, 53,Y, 18.4,Y, 14.8,Y,SE   ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-11,   0.0,N,  , 1, 30.9,Y, 1, 21.1,Y, 1, 19.8,Y, 73,Y, 61,Y, 22.3,Y, 13.0,Y,SE   ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-12,   0.0,N,  , 1, 30.9,Y, 1, 20.7,Y, 1, 19.8,Y, 74,Y, 59,Y, 14.8,Y, 14.8,Y,SE   ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-13,   0.0,N,  , 1, 30.6,Y, 1, 20.4,Y, 1, 19.6,Y, 72,Y, 64,Y, 13.0,Y, 11.2,Y,SE   ,Y,NE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-14,   0.0,N,  , 1, 30.7,Y, 1, 20.6,Y, 1, 19.2,Y, 69,Y, 55,Y, 24.1,Y, 18.4,Y,SE   ,Y,SE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-15,   0.2,N,  , 1, 31.2,Y, 1, 21.6,Y, 1, 18.9,Y, 68,Y, 48,Y, 14.8,Y, 14.8,Y,SSE  ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-16,   0.0,N,  , 1, 30.5,Y, 1, 20.5,Y, 1, 18.1,Y, 76,Y, 51,Y,  7.6,Y, 13.0,Y,SE   ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-17,   0.0,N,  , 1, 30.6,Y, 1, 21.8,Y, 1, 20.0,Y, 75,Y, 57,Y, 14.8,Y, 11.2,Y,SSE  ,Y,NE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-18,   0.0,N,  , 1, 31.4,Y, 1, 21.5,Y, 1, 19.9,Y, 73,Y, 45,Y, 16.6,Y, 13.0,Y,SE   ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-19,   0.0,N,  , 1, 32.0,Y, 1, 21.7,Y, 1, 21.0,Y, 77,Y, 59,Y, 14.8,Y, 16.6,Y,SSE  ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-20,   0.0,N,  , 1, 31.6,Y, 1, 22.8,Y, 1, 17.8,Y, 63,Y, 44,Y, 24.1,Y, 29.5,Y,SE   ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-21,   0.0,N,  , 1, 29.5,Y, 1, 18.9,Y, 1, 13.4,Y, 49,Y, 40,Y, 20.5,Y, 27.7,Y,SSE  ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-22,   0.0,N,  , 1, 30.5,Y, 1, 20.0,Y, 1, 16.0,Y, 57,Y, 48,Y, 27.7,Y, 29.5,Y,SE   ,Y,SE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-23,   0.0,N,  , 1, 30.2,Y, 1, 19.5,Y, 1, 16.2,Y, 53,Y, 46,Y, 27.7,Y, 22.3,Y,SE   ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-24,   0.0,N,  , 1, 30.0,Y, 1, 17.3,Y, 1, 16.3,Y, 62,Y, 46,Y, 14.8,Y, 13.0,Y,SE   ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-25,   0.0,N,  , 1, 30.0,Y, 1, 19.0,Y, 1, 16.7,Y, 56,Y, 47,Y, 18.4,Y, 20.5,Y,SSE  ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-26,   0.0,N,  , 1, 30.2,Y, 1, 19.9,Y, 1, 17.3,Y, 57,Y, 47,Y, 16.6,Y, 14.8,Y,SSE  ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-27,   0.0,N,  , 1, 30.8,Y, 1, 19.5,Y, 1, 17.8,Y, 60,Y, 47,Y, 20.5,Y, 14.8,Y,SE   ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-28,   0.0,N,  , 1, 30.6,Y, 1, 21.1,Y, 1, 18.5,Y, 59,Y, 54,Y, 16.6,Y, 14.8,Y,SE   ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-29,   0.0,N,  , 1, 29.8,Y, 1, 22.8,Y, 1, 20.1,Y, 77,Y, 60,Y, 13.0,Y, 16.6,Y,SSE  ,Y,NE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-06-30,   0.0,N,  , 1, 30.9,Y, 1, 22.5,Y, 1, 20.8,Y, 78,Y, 56,Y, 16.6,Y, 16.6,Y,SE   ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-07-01,   0.0,N,  , 1, 30.5,Y, 1, 20.7,Y, 1, 20.1,Y, 70,Y, 56,Y, 18.4,Y, 13.0,Y,SE   ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-07-02,   0.0,N,  , 1, 31.9,Y, 1, 20.2,Y, 1, 17.8,Y, 64,Y, 49,Y, 18.4,Y, 22.3,Y,SE   ,Y,SE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-07-03,   0.0,N,  , 1, 30.9,Y, 1, 17.6,Y, 1, 17.0,Y, 78,Y, 44,Y, 16.6,Y, 16.6,Y,SE   ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-07-04,   0.0,N,  , 1, 30.1,Y, 1, 16.8,Y, 1, 16.1,Y, 66,Y, 46,Y, 14.8,Y, 14.8,Y,SSE  ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-07-05,   0.0,N,  , 1, 29.6,Y, 1, 16.1,Y, 1, 15.9,Y, 70,Y, 50,Y, 14.8,Y, 13.0,Y,SE   ,Y,NE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-07-06,   0.0,N,  , 1, 29.8,Y, 1, 20.3,Y, 1, 17.3,Y, 71,Y, 48,Y, 18.4,Y, 13.0,Y,SE   ,Y,NE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-07-07,   0.0,N,  , 1, 30.9,Y, 1, 19.7,Y, 1, 17.2,Y, 76,Y, 47,Y, 16.6,Y, 20.5,Y,SSE  ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-07-08,   0.0,N,  , 1, 30.2,Y, 1, 19.0,Y, 1, 14.9,Y, 58,Y, 41,Y, 14.8,Y, 29.5,Y,SE   ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-07-09,   0.0,N,  , 1, 28.0,Y, 1, 18.9,Y, 1, 13.2,Y, 49,Y, 47,Y, 20.5,Y, 29.5,Y,SE   ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-07-10,   0.0,N,  , 1, 29.2,Y, 1, 17.0,Y, 1, 13.8,Y, 51,Y, 42,Y, 16.6,Y, 20.5,Y,SE   ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-07-11,   0.0,N,  , 1, 29.2,Y, 1, 17.5,Y, 1, 15.5,Y, 57,Y, 49,Y, 22.3,Y, 13.0,Y,SE   ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-07-12,   0.0,N,  , 1, 30.7,Y, 1, 19.5,Y, 1, 17.4,Y, 74,Y, 44,Y, 16.6,Y, 16.6,Y,SSE  ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-07-13,   0.0,N,  , 1, 30.4,Y, 1, 19.1,Y, 1, 18.8,Y, 67,Y, 60,Y, 13.0,Y, 14.8,Y,SSE  ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-07-14,   0.0,N,  , 1, 30.4,Y, 1, 20.6,Y, 1, 20.1,Y, 81,Y, 56,Y, 13.0,Y, 16.6,Y,SE   ,Y,NE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2008-07-15,   0.0,N,  , 1, 32.5,Y, 1, 21.0,Y, 1, 18.1,Y, 67,Y, 40,Y, 14.8,Y, 25.9,Y,ESE  ,Y,ESE  ,Y,#
