dc,Station Number,Station Name,Latitude,Longitude,Height above MSL,Month Day Year in YYYY-MM-DD format,Precipitation in the 24 hours before 9am (local time) in mm,Quality of precipitation value,Number of days of rain within the days of accumulation,Accumulated number of days over which the precipitation was measured,Maximum temperature in 24 hours after 9am (local time) in Degrees C,Quality of maximum temperature in 24 hours after 9am (local time),Days of accumulation of maximum temperature,Minimum temperature in 24 hours before 9am (local time) in Degrees C,Quality of minimum temperature in 24 hours before 9am (local time),Days of accumulation of minimum temperature,Average daily dew point temperature in Degrees C,Quality of overall dew point temperature observations used,Wind speed at 00 hours Local Time measured in km/h,Quality of wind speed at 00 hours Local Time,Wind speed at 03 hours Local Time measured in km/h,Quality of wind speed at 03 hours Local Time,Wind speed at 06 hours Local Time measured in km/h,Quality of wind speed at 06 hours Local Time,Wind speed at 09 hours Local Time measured in km/h,Quality of wind speed at 09 hours Local Time,Wind speed at 12 hours Local Time measured in km/h,Quality of wind speed at 12 hours Local Time,Wind speed at 15 hours Local Time measured in km/h,Quality of wind speed at 15 hours Local Time,Wind speed at 18 hours Local Time measured in km/h,Quality of wind speed at 18 hours Local Time,Wind speed at 21 hours Local Time measured in km/h,Quality of wind speed at 21 hours Local Time,Wind direction at 00 hours Local Time as 16 compass point text,Quality of wind direction at 00 hours Local Time,Wind direction at 03 hours Local Time as 16 compass point text,Quality of wind direction at 03 hours Local Time,Wind direction at 06 hours Local Time as 16 compass point text,Quality of wind direction at 06 hours Local Time,Wind direction at 09 hours Local Time as 16 compass point text,Quality of wind direction at 09 hours Local Time,Wind direction at 12 hours Local Time as 16 compass point text,Quality of wind direction at 12 hours Local Time,Wind direction at 15 hours Local Time as 16 compass point text,Quality of wind direction at 15 hours Local Time,Wind direction at 18 hours Local Time as 16 compass point text,Quality of wind direction at 18 hours Local Time,Wind direction at 21 hours Local Time as 16 compass point text,Quality of wind direction at 21 hours Local Time,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-04,   0.0,N,  , 1, 28.9,Y, 1, 19.5,Y, 1, 16.7,Y, 13.0,Y, 16.6,Y, 11.2,Y, 16.6,Y, 22.3,Y, 24.1,Y, 16.6,Y, 18.4,Y,SE   ,Y,SE   ,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-05,   0.0,N,  , 1, 29.6,Y, 1, 17.5,Y, 1, 17.0,Y, 14.8,Y,  9.4,Y,  7.6,Y, 14.8,Y, 14.8,Y, 13.0,Y,  7.6,Y, 14.8,Y,SE   ,Y,SSE  ,Y,S    ,Y,SE   ,Y,ESE  ,Y,SE   ,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-06,   0.0,N,  , 1, 30.1,Y, 1, 20.0,Y, 1, 18.7,Y, 14.8,Y, 11.2,Y, 13.0,Y, 14.8,Y, 13.0,Y, 16.6,Y,  7.6,Y,  9.4,Y,SE   ,Y,SE   ,Y,SE   ,Y,SE   ,Y,SE   ,Y,NW   ,Y,ENE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-07,   0.0,N,  , 1, 29.5,Y, 1, 20.4,Y, 1, 17.1,Y, 11.2,Y, 11.2,Y, 14.8,Y, 18.4,Y, 20.5,Y, 16.6,Y, 11.2,Y, 20.5,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,SE   ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-08,   0.0,N,  , 1, 28.9,Y, 1, 17.8,Y, 1, 15.8,Y, 18.4,Y, 16.6,Y, 14.8,Y, 16.6,Y, 22.3,Y, 14.8,Y,  9.4,Y, 16.6,Y,SSE  ,Y,SE   ,Y,SE   ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-09,   0.0,N,  , 1, 29.3,Y, 1, 16.7,Y, 1, 14.8,Y, 11.2,Y,  9.4,Y,  9.4,Y, 13.0,Y, 16.6,Y, 11.2,Y, 13.0,Y, 14.8,Y,SSE  ,Y,SE   ,Y,SE   ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,SSE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-10,   0.0,N,  , 1, 30.5,Y, 1, 17.7,Y, 1, 17.3,Y, 14.8,Y,  7.6,Y, 11.2,Y, 11.2,Y, 14.8,Y, 11.2,Y,  9.4,Y,  9.4,Y,SE   ,Y,SSE  ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,ENE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-11,   0.0,N,  , 1, 30.5,Y, 1, 20.4,Y, 1, 19.3,Y,  9.4,Y, 11.2,Y, 13.0,Y, 11.2,Y,  9.4,Y,  9.4,Y,  9.4,Y, 11.2,Y,SE   ,Y,SE   ,Y,SE   ,Y,SE   ,Y,E    ,Y,E    ,Y,ENE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-12,   0.0,N,  , 1, 29.9,Y, 1, 20.3,Y, 1, 18.4,Y,  9.4,Y,  7.6,Y,  9.4,Y, 18.4,Y, 14.8,Y, 14.8,Y, 11.2,Y,  9.4,Y,SE   ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,ENE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-13,   0.0,N,  , 1, 29.5,Y, 1, 20.1,Y, 1, 17.7,Y, 13.0,Y,  7.6,Y, 13.0,Y, 13.0,Y, 13.0,Y, 13.0,Y,  9.4,Y,  9.4,Y,SE   ,Y,SSE  ,Y,SE   ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-14,   0.0,N,  , 1, 30.2,Y, 1, 21.7,Y, 1, 17.9,Y, 13.0,Y, 13.0,Y, 14.8,Y, 16.6,Y, 18.4,Y, 14.8,Y, 11.2,Y, 14.8,Y,SE   ,Y,SE   ,Y,SSE  ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-15,   0.0,N,  , 1, 30.0,Y, 1, 20.8,Y, 1, 16.5,Y, 16.6,Y,  9.4,Y,  7.6,Y, 20.5,Y, 24.1,Y, 18.4,Y, 16.6,Y, 20.5,Y,SE   ,Y,ESE  ,Y,SSE  ,Y,SE   ,Y,SSE  ,Y,SE   ,Y,E    ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-16,   0.0,N,  , 1, 27.5,Y, 1, 15.3,Y, 1, 12.6,Y, 16.6,Y, 11.2,Y,  9.4,Y, 14.8,Y, 20.5,Y, 18.4,Y, 13.0,Y, 14.8,Y,SE   ,Y,SE   ,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-17,   0.0,N,  , 1, 28.4,Y, 1, 15.7,Y, 1, 14.7,Y,  7.6,Y, 16.6,Y, 14.8,Y, 13.0,Y, 18.4,Y, 18.4,Y, 11.2,Y, 16.6,Y,S    ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-18,   0.0,N,  , 1, 28.8,Y, 1, 19.0,Y, 1, 16.3,Y,  7.6,Y, 14.8,Y, 18.4,Y, 22.3,Y, 22.3,Y, 13.0,Y, 16.6,Y, 16.6,Y,SE   ,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,SSE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-19,   0.0,N,  , 1, 29.7,Y, 1, 20.7,Y, 1, 18.5,Y, 13.0,Y,  9.4,Y, 11.2,Y, 16.6,Y, 18.4,Y, 14.8,Y,  9.4,Y, 11.2,Y,SE   ,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,ESE  ,Y,ESE  ,Y,E    ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-20,   0.0,N,  , 1, 29.9,Y, 1, 20.2,Y, 1, 19.4,Y,  9.4,Y, 11.2,Y, 13.0,Y, 18.4,Y, 16.6,Y, 14.8,Y, 13.0,Y, 11.2,Y,SSE  ,Y,SE   ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,SE   ,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-21,   0.0,N,  , 1, 30.6,Y, 1, 21.0,Y, 1, 20.4,Y,  9.4,Y,  5.4,Y,  9.4,Y, 13.0,Y, 16.6,Y, 13.0,Y, 13.0,Y,  7.6,Y,SE   ,Y,SSE  ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,E    ,Y,ENE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-22,   0.2,N,  , 1, 30.4,Y, 1, 20.5,Y, 1, 19.7,Y,  9.4,Y,  5.4,Y, 13.0,Y, 13.0,Y, 14.8,Y, 13.0,Y, 11.2,Y, 13.0,Y,SE   ,Y,SE   ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,E    ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-23,   0.0,N,  , 1, 30.7,Y, 1, 20.7,Y, 1, 19.1,Y, 11.2,Y,  7.6,Y,  9.4,Y, 11.2,Y, 16.6,Y, 13.0,Y, 13.0,Y,  9.4,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,SE   ,Y,SE   ,Y,E    ,Y,E    ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-24,   0.0,N,  , 1, 30.9,Y, 1, 18.2,Y, 1, 18.5,Y,  9.4,Y,  5.4,Y,  9.4,Y,  9.4,Y, 18.4,Y, 18.4,Y, 13.0,Y,  9.4,Y,SE   ,Y,S    ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,E    ,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-25,   0.0,N,  , 1, 30.5,Y, 1, 20.6,Y, 1, 18.3,Y, 13.0,Y, 11.2,Y,  0.0,Y, 11.2,Y, 16.6,Y, 16.6,Y, 13.0,Y, 11.2,Y,SE   ,Y,SE   ,Y,CALM ,Y,SE   ,Y,ESE  ,Y,E    ,Y,ESE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-26,   0.0,N,  , 1, 30.7,Y, 1, 19.5,Y, 1, 18.2,Y, 11.2,Y, 14.8,Y, 11.2,Y, 13.0,Y, 18.4,Y, 18.4,Y,  9.4,Y, 13.0,Y,SE   ,Y,SE   ,Y,SE   ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,ENE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-27,   0.0,N,  , 1, 31.2,Y, 1, 18.8,Y, 1, 17.3,Y,  9.4,Y,  7.6,Y, 11.2,Y, 14.8,Y, 20.5,Y, 16.6,Y, 16.6,Y, 14.8,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,SSE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-28,   0.0,N,  , 1, 28.8,Y, 1, 17.0,Y, 1, 15.7,Y, 13.0,Y,  7.6,Y, 13.0,Y, 20.5,Y, 24.1,Y, 24.1,Y, 18.4,Y, 22.3,Y,SSE  ,Y,S    ,Y,S    ,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-29,   0.0,N,  , 1, 29.0,Y, 1, 18.6,Y, 1, 15.2,Y, 24.1,Y, 18.4,Y, 20.5,Y, 24.1,Y, 22.3,Y, 22.3,Y, 16.6,Y, 18.4,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,SSE  ,Y,SE   ,Y,SE   ,Y,SSE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-30,   0.0,N,  , 1, 30.1,Y, 1, 18.8,Y, 1, 16.3,Y, 18.4,Y, 18.4,Y, 14.8,Y, 16.6,Y, 24.1,Y, 25.9,Y, 22.3,Y, 16.6,Y,SE   ,Y,SSE  ,Y,SE   ,Y,SSE  ,Y,SE   ,Y,SE   ,Y,SE   ,Y,SSE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-07-31,   0.0,N,  , 1, 29.3,Y, 1, 19.9,Y, 1, 15.2,Y, 14.8,Y, 20.5,Y, 18.4,Y, 24.1,Y, 27.7,Y, 22.3,Y, 14.8,Y, 11.2,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,SE   ,Y,SSE  ,Y,SSE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-01,   0.0,N,  , 1, 29.3,Y, 1, 18.8,Y, 1, 16.1,Y, 16.6,Y, 14.8,Y, 13.0,Y, 14.8,Y, 22.3,Y, 22.3,Y, 16.6,Y, 14.8,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,E    ,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-02,   0.0,N,  , 1, 30.2,Y, 1, 19.6,Y, 1, 17.5,Y, 13.0,Y, 13.0,Y, 13.0,Y, 20.5,Y, 20.5,Y, 16.6,Y, 14.8,Y, 16.6,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,SSE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-03,   0.0,N,  , 1, 30.7,Y, 1, 20.3,Y, 1, 17.2,Y, 11.2,Y, 11.2,Y, 13.0,Y, 14.8,Y, 25.9,Y, 16.6,Y, 11.2,Y,  9.4,Y,SSE  ,Y,SE   ,Y,SSE  ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-04,   0.0,N,  , 1, 30.8,Y, 1, 19.4,Y, 1, 16.4,Y, 13.0,Y,  7.6,Y,  9.4,Y, 14.8,Y, 20.5,Y, 18.4,Y, 13.0,Y,  9.4,Y,SSE  ,Y,SE   ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-05,   0.0,N,  , 1, 30.6,Y, 1, 16.6,Y, 1, 16.4,Y,  9.4,Y,  7.6,Y,  5.4,Y,  9.4,Y, 20.5,Y, 14.8,Y, 11.2,Y, 11.2,Y,SSE  ,Y,SE   ,Y,SE   ,Y,S    ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-06,   0.0,N,  , 1, 31.2,Y, 1, 19.3,Y, 1, 16.3,Y, 13.0,Y, 11.2,Y,  9.4,Y, 14.8,Y, 13.0,Y, 14.8,Y, 13.0,Y, 13.0,Y,SE   ,Y,SE   ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,E    ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-07,   0.0,N,  , 1, 30.3,Y, 1, 20.0,Y, 1, 17.9,Y, 13.0,Y,  9.4,Y,  9.4,Y, 14.8,Y, 14.8,Y, 18.4,Y, 11.2,Y,  9.4,Y,SE   ,Y,SE   ,Y,SE   ,Y,SE   ,Y,E    ,Y,E    ,Y,E    ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-08,   0.2,N,  , 1, 31.2,Y, 1, 18.2,Y, 1, 17.8,Y,  7.6,Y,  5.4,Y,  7.6,Y,  9.4,Y, 18.4,Y, 13.0,Y,  9.4,Y, 11.2,Y,SE   ,Y,E    ,Y,S    ,Y,SSE  ,Y,ESE  ,Y,ENE  ,Y,ENE  ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-09,   0.0,N,  , 1, 31.5,Y, 1, 17.2,Y, 1, 14.4,Y, 11.2,Y, 11.2,Y, 11.2,Y,  7.6,Y, 13.0,Y, 14.8,Y, 16.6,Y, 13.0,Y,SE   ,Y,SE   ,Y,SE   ,Y,E    ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-10,   0.0,N,  , 1, 31.2,Y, 1, 20.4,Y, 1, 19.5,Y, 14.8,Y,  9.4,Y,  9.4,Y, 11.2,Y, 14.8,Y, 20.5,Y, 14.8,Y,  9.4,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,E    ,Y,NE   ,Y,N    ,Y,NE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-11,   0.0,N,  , 1, 31.6,Y, 1, 21.6,Y, 1, 18.1,Y,  9.4,Y, 11.2,Y, 11.2,Y, 13.0,Y, 14.8,Y, 13.0,Y, 18.4,Y,  9.4,Y,SE   ,Y,ESE  ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,NE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-12,   0.0,N,  , 1, 31.3,Y, 1, 18.5,Y, 1, 18.8,Y, 14.8,Y,  9.4,Y,  5.4,Y, 11.2,Y, 13.0,Y, 25.9,Y, 13.0,Y, 11.2,Y,SE   ,Y,E    ,Y,SSE  ,Y,SE   ,Y,N    ,Y,N    ,Y,NE   ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-13,   0.0,N,  , 1, 31.2,Y, 1, 18.2,Y, 1, 19.1,Y,  9.4,Y,  5.4,Y,  5.4,Y,     , , 13.0,Y, 25.9,Y, 11.2,Y,  9.4,Y,SE   ,Y,S    ,Y,SE   ,Y,E    ,Y,E    ,Y,N    ,Y,E    ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-14,   0.0,N,  , 1, 30.6,Y, 1, 21.5,Y, 1, 20.1,Y,  7.6,Y,  9.4,Y,  9.4,Y, 16.6,Y, 18.4,Y, 14.8,Y, 14.8,Y,  9.4,Y,SE   ,Y,E    ,Y,ESE  ,Y,E    ,Y,ESE  ,Y,ESE  ,Y,ENE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-15,   0.0,N,  , 1, 30.6,Y, 1, 19.1,Y, 1, 19.2,Y,  9.4,Y,  9.4,Y,  7.6,Y, 13.0,Y, 20.5,Y, 13.0,Y,  9.4,Y,  9.4,Y,SE   ,Y,ESE  ,Y,SE   ,Y,SSE  ,Y,ESE  ,Y,E    ,Y,ENE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-16,   0.0,N,  , 1, 31.1,Y, 1, 19.6,Y, 1, 18.6,Y, 11.2,Y,  9.4,Y,  9.4,Y, 11.2,Y, 16.6,Y, 13.0,Y,  9.4,Y,  7.6,Y,ESE  ,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,E    ,Y,ENE  ,Y,ENE  ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-17,   0.2,N,  , 1, 31.2,Y, 1, 20.1,Y, 1, 17.9,Y,  7.6,Y,  9.4,Y, 11.2,Y, 18.4,Y, 16.6,Y, 22.3,Y, 11.2,Y,  9.4,Y,SE   ,Y,S    ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,ENE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-18,   0.0,N,  , 1, 31.3,Y, 1, 19.1,Y, 1, 17.6,Y,  7.6,Y,  9.4,Y,  9.4,Y, 13.0,Y, 20.5,Y, 14.8,Y, 11.2,Y, 11.2,Y,ESE  ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,E    ,Y,ENE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-19,   0.0,N,  , 1, 31.9,Y, 1, 19.3,Y, 1, 17.1,Y,  9.4,Y,  7.6,Y,  7.6,Y, 14.8,Y, 18.4,Y, 18.4,Y, 16.6,Y, 14.8,Y,ESE  ,Y,SE   ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-20,   0.0,N,  , 1, 30.5,Y, 1, 19.1,Y, 1, 18.8,Y,  9.4,Y,  7.6,Y,  7.6,Y, 11.2,Y, 16.6,Y, 14.8,Y, 14.8,Y,  5.4,Y,SE   ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,ENE  ,Y,ENE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-21,   0.0,N,  , 1, 30.7,Y, 1, 18.4,Y, 1, 19.4,Y,  9.4,Y,  9.4,Y,  9.4,Y, 11.2,Y, 13.0,Y, 13.0,Y, 14.8,Y,  9.4,Y,SE   ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,E    ,Y,E    ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-22,   0.0,N,  , 1, 31.4,Y, 1, 18.2,Y, 1, 18.5,Y, 11.2,Y,  7.6,Y,  9.4,Y,  9.4,Y, 14.8,Y, 11.2,Y, 14.8,Y,  7.6,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,SE   ,Y,E    ,Y,E    ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-23,   0.2,N,  , 1, 31.3,Y, 1, 18.6,Y, 1, 18.3,Y,  9.4,Y,  9.4,Y,  9.4,Y, 11.2,Y, 18.4,Y, 13.0,Y, 18.4,Y,  9.4,Y,E    ,Y,ESE  ,Y,SE   ,Y,SE   ,Y,NE   ,Y,ESE  ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-24,   0.0,N,  , 1, 30.8,Y, 1, 16.9,Y, 1, 18.2,Y,  7.6,Y,  7.6,Y,  7.6,Y,  9.4,Y, 24.1,Y, 20.5,Y, 16.6,Y,  9.4,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,E    ,Y,N    ,Y,N    ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-25,   0.0,N,  , 1, 29.6,Y, 1, 19.5,Y, 1, 19.8,Y,  7.6,Y,  9.4,Y, 11.2,Y, 11.2,Y, 25.9,Y, 24.1,Y, 20.5,Y,  9.4,Y,ESE  ,Y,SE   ,Y,SSE  ,Y,E    ,Y,N    ,Y,N    ,Y,N    ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-26,   0.0,N,  , 1, 32.0,Y, 1, 19.4,Y, 1, 20.1,Y,  9.4,Y,  7.6,Y,  7.6,Y,  9.4,Y, 13.0,Y, 18.4,Y, 13.0,Y, 14.8,Y,E    ,Y,SE   ,Y,SSE  ,Y,E    ,Y,ESE  ,Y,N    ,Y,NE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-27,   0.0,N,  , 1, 31.9,Y, 1, 23.9,Y, 1, 21.6,Y,  5.4,Y,  7.6,Y,  7.6,Y, 11.2,Y, 13.0,Y, 24.1,Y, 16.6,Y, 11.2,Y,E    ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,ENE  ,Y,NNE  ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-28,   0.0,N,  , 1, 31.1,Y, 1, 20.5,Y, 1, 20.8,Y,  9.4,Y,  7.6,Y,  7.6,Y, 11.2,Y, 25.9,Y, 14.8,Y, 13.0,Y,  7.6,Y,E    ,Y,ESE  ,Y,ESE  ,Y,ENE  ,Y,NE   ,Y,ENE  ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-29,   0.0,N,  , 1, 32.7,Y, 1, 20.7,Y, 1, 19.6,Y,  9.4,Y,  0.0,Y,  9.4,Y, 11.2,Y, 16.6,Y, 18.4,Y, 20.5,Y,  9.4,Y,E    ,Y,CALM ,Y,SE   ,Y,SSE  ,Y,ESE  ,Y,ESE  ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-30,   0.0,N,  , 1, 31.7,Y, 1, 22.0,Y, 1, 21.1,Y, 11.2,Y,  9.4,Y,  7.6,Y,  7.6,Y, 24.1,Y, 24.1,Y, 16.6,Y,  7.6,Y,E    ,Y,ESE  ,Y,ESE  ,Y,E    ,Y,N    ,Y,N    ,Y,NNE  ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-08-31,   0.2,N,  , 1, 32.3,Y, 1, 19.7,Y, 1, 21.2,Y,  7.6,Y,  9.4,Y,  7.6,Y,  7.6,Y, 13.0,Y, 14.8,Y, 24.1,Y,  7.6,Y,ENE  ,Y,E    ,Y,SSE  ,Y,S    ,Y,ENE  ,Y,ESE  ,Y,N    ,Y,ESE  ,Y,#
