dc,Station Number,Station Name,Latitude,Longitude,Height above MSL,Month Day Year in YYYY-MM-DD format,Precipitation in the 24 hours before 9am (local time) in mm,Quality of precipitation value,Number of days of rain within the days of accumulation,Accumulated number of days over which the precipitation was measured,Maximum temperature in 24 hours after 9am (local time) in Degrees C,Quality of maximum temperature in 24 hours after 9am (local time),Days of accumulation of maximum temperature,Minimum temperature in 24 hours before 9am (local time) in Degrees C,Quality of minimum temperature in 24 hours before 9am (local time),Days of accumulation of minimum temperature,Average daily dew point temperature in Degrees C,Quality of overall dew point temperature observations used,Wind speed at 00 hours Local Time measured in km/h,Quality of wind speed at 00 hours Local Time,Wind speed at 03 hours Local Time measured in km/h,Quality of wind speed at 03 hours Local Time,Wind speed at 06 hours Local Time measured in km/h,Quality of wind speed at 06 hours Local Time,Wind speed at 09 hours Local Time measured in km/h,Quality of wind speed at 09 hours Local Time,Wind speed at 12 hours Local Time measured in km/h,Quality of wind speed at 12 hours Local Time,Wind speed at 15 hours Local Time measured in km/h,Quality of wind speed at 15 hours Local Time,Wind speed at 18 hours Local Time measured in km/h,Quality of wind speed at 18 hours Local Time,Wind speed at 21 hours Local Time measured in km/h,Quality of wind speed at 21 hours Local Time,Wind direction at 00 hours Local Time as 16 compass point text,Quality of wind direction at 00 hours Local Time,Wind direction at 03 hours Local Time as 16 compass point text,Quality of wind direction at 03 hours Local Time,Wind direction at 06 hours Local Time as 16 compass point text,Quality of wind direction at 06 hours Local Time,Wind direction at 09 hours Local Time as 16 compass point text,Quality of wind direction at 09 hours Local Time,Wind direction at 12 hours Local Time as 16 compass point text,Quality of wind direction at 12 hours Local Time,Wind direction at 15 hours Local Time as 16 compass point text,Quality of wind direction at 15 hours Local Time,Wind direction at 18 hours Local Time as 16 compass point text,Quality of wind direction at 18 hours Local Time,Wind direction at 21 hours Local Time as 16 compass point text,Quality of wind direction at 21 hours Local Time,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-01-25,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-01-26,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-01-27,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-01-28,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-01-29,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-01-30,      , ,  ,  , 32.9,Y, 1,     , ,  , 24.8,Y,     , ,     , ,     , ,     , ,     , , 14.8,Y, 13.0,Y,  0.0,Y,     , ,     , ,     , ,     , ,     , ,NNW  ,Y,NNW  ,Y,CALM ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-01-31,      , ,  ,  , 27.9,Y, 1, 25.0,Y, 1, 24.9,Y,  9.4,Y,  9.4,Y, 13.0,Y,  7.6,Y,  9.4,Y,  9.4,Y,  5.4,Y,  9.4,Y,SSE  ,Y,SSE  ,Y,ENE  ,Y,SSE  ,Y,WSW  ,Y,SSE  ,Y,SW   ,Y,W    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-01,  36.2,N,  , 1, 31.8,Y, 1, 24.3,Y, 1, 24.0,Y, 11.2,Y,  9.4,Y, 11.2,Y, 14.8,Y, 14.8,Y, 11.2,Y,  7.6,Y, 13.0,Y,W    ,Y,WSW  ,Y,WSW  ,Y,W    ,Y,WSW  ,Y,WSW  ,Y,NW   ,Y,SW   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-02,  46.4,N,  , 1, 29.7,Y, 1, 22.8,Y, 1, 23.4,Y, 24.1,Y, 11.2,Y,  7.6,Y, 13.0,Y, 14.8,Y, 14.8,Y, 11.2,Y,  9.4,Y,WNW  ,Y,SW   ,Y,S    ,Y,SSW  ,Y,WSW  ,Y,WSW  ,Y,W    ,Y,WNW  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-03,   0.8,N,  , 1, 30.9,Y, 1, 24.0,Y, 1, 24.4,Y, 11.2,Y, 22.3,Y, 13.0,Y, 13.0,Y, 16.6,Y, 20.5,Y, 14.8,Y, 18.4,Y,NW   ,Y,W    ,Y,WSW  ,Y,W    ,Y,WNW  ,Y,NW   ,Y,NW   ,Y,NW   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-04,   2.0,N,  , 1, 31.8,Y, 1, 25.6,Y, 1, 24.4,Y, 18.4,Y, 13.0,Y, 13.0,Y, 14.8,Y, 18.4,Y, 22.3,Y, 14.8,Y, 14.8,Y,W    ,Y,W    ,Y,W    ,Y,W    ,Y,WNW  ,Y,WNW  ,Y,WNW  ,Y,NW   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-05,   0.8,N,  , 1, 29.0,Y, 1, 25.7,Y, 1, 24.3,Y, 16.6,Y, 11.2,Y, 13.0,Y, 13.0,Y, 18.4,Y, 20.5,Y, 24.1,Y, 16.6,Y,W    ,Y,WSW  ,Y,W    ,Y,WSW  ,Y,WNW  ,Y,WNW  ,Y,WNW  ,Y,WNW  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-06,   1.2,N,  , 1, 29.1,Y, 1, 25.2,Y, 1, 24.7,Y, 22.3,Y, 31.3,Y, 16.6,Y, 14.8,Y, 22.3,Y, 24.1,Y, 20.5,Y, 13.0,Y,WNW  ,Y,WNW  ,Y,W    ,Y,WSW  ,Y,WNW  ,Y,WNW  ,Y,WNW  ,Y,W    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-07,   2.0,N,  , 1, 28.4,Y, 1, 24.3,Y, 1, 23.8,Y, 20.5,Y, 16.6,Y, 13.0,Y, 13.0,Y, 14.8,Y, 14.8,Y, 16.6,Y, 11.2,Y,W    ,Y,WSW  ,Y,W    ,Y,WNW  ,Y,NW   ,Y,NW   ,Y,NW   ,Y,W    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-08,   0.0,N,  , 1, 34.0,Y, 1, 24.3,Y, 1, 24.2,Y,  9.4,Y, 14.8,Y, 16.6,Y, 22.3,Y, 20.5,Y, 16.6,Y,     , , 14.8,Y,W    ,Y,W    ,Y,WNW  ,Y,W    ,Y,WNW  ,Y,NW   ,Y,     , ,NW   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-09,   0.0,N,  , 1, 36.0,Y, 1, 25.2,Y, 1, 23.9,Y,  7.6,Y,  7.6,Y, 14.8,Y, 14.8,Y, 14.8,Y, 16.6,Y, 18.4,Y, 13.0,Y,WNW  ,Y,W    ,Y,W    ,Y,W    ,Y,WSW  ,Y,NNW  ,Y,NW   ,Y,W    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-10,   0.0,N,  , 1, 34.4,Y, 1, 23.2,Y, 1, 23.6,Y,  9.4,Y,  3.6,Y,  7.6,Y, 22.3,Y, 20.5,Y, 22.3,Y, 14.8,Y,  5.4,Y,S    ,Y,WSW  ,Y,NW   ,Y,WNW  ,Y,WNW  ,Y,NW   ,Y,NNW  ,Y,NNW  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-11,   0.0,N,  , 1, 34.4,Y, 1, 26.2,Y, 1, 25.0,Y,  7.6,Y, 11.2,Y,  9.4,Y, 18.4,Y, 13.0,Y, 16.6,Y, 14.8,Y,  9.4,Y,NW   ,Y,WNW  ,Y,WNW  ,Y,WNW  ,Y,NNW  ,Y,NNW  ,Y,NW   ,Y,NW   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-12,   0.0,N,  , 1, 33.4,Y, 1, 27.1,Y, 1, 25.3,Y,  5.4,Y,  3.6,Y, 11.2,Y, 14.8,Y, 20.5,Y, 20.5,Y, 20.5,Y,  9.4,Y,SW   ,Y,SSW  ,Y,NW   ,Y,NW   ,Y,NW   ,Y,NNW  ,Y,WNW  ,Y,NNW  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-13,   0.0,N,  , 1, 34.2,Y, 1, 25.9,Y, 1, 24.7,Y,  9.4,Y, 13.0,Y,  0.0,Y, 18.4,Y, 14.8,Y, 20.5,Y, 16.6,Y,  9.4,Y,NW   ,Y,NW   ,Y,CALM ,Y,WNW  ,Y,NW   ,Y,NW   ,Y,NNW  ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-14,  17.2,N,  , 1, 34.2,Y, 1, 22.8,Y, 1, 24.7,Y,  3.6,Y,  5.4,Y,  3.6,Y,  9.4,Y, 18.4,Y,  9.4,Y, 13.0,Y,  7.6,Y,ESE  ,Y,NNW  ,Y,WSW  ,Y,NW   ,Y,NE   ,Y,NW   ,Y,NW   ,Y,N    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-15,   0.4,N,  , 1, 33.7,Y, 1, 25.0,Y, 1, 23.8,Y,  7.6,Y,  7.6,Y,  9.4,Y,  3.6,Y,  9.4,Y, 13.0,Y, 11.2,Y,  5.4,Y,SSW  ,Y,SSE  ,Y,NW   ,Y,W    ,Y,ESE  ,Y,N    ,Y,NNW  ,Y,N    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-16,   0.0,N,  , 1, 32.3,Y, 1, 26.0,Y, 1, 24.4,Y,  5.4,Y,  0.0,Y,  7.6,Y,  9.4,Y, 11.2,Y, 14.8,Y,  9.4,Y,  7.6,Y,NW   ,Y,CALM ,Y,SSW  ,Y,N    ,Y,N    ,Y,N    ,Y,N    ,Y,N    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-17,   0.0,N,  , 1, 32.6,Y, 1, 26.1,Y, 1, 24.1,Y,  5.4,Y,  0.0,Y,  7.6,Y,  5.4,Y, 11.2,Y,  9.4,Y,  7.6,Y,  0.0,Y,NNW  ,Y,CALM ,Y,S    ,Y,WNW  ,Y,N    ,Y,N    ,Y,N    ,Y,CALM ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-18,   0.0,N,  , 1, 32.4,Y, 1, 25.4,Y, 1, 23.4,Y,  0.0,Y,  5.4,Y,  0.0,Y, 11.2,Y, 11.2,Y, 11.2,Y,  9.4,Y,  7.6,Y,CALM ,Y,SSW  ,Y,CALM ,Y,ESE  ,Y,ENE  ,Y,N    ,Y,N    ,Y,SE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-19,   0.0,N,  , 1, 33.2,Y, 1, 25.1,Y, 1, 23.5,Y,  5.4,Y,  7.6,Y,  5.4,Y,  5.4,Y, 11.2,Y, 11.2,Y,  9.4,Y,  5.4,Y,WSW  ,Y,SSW  ,Y,SW   ,Y,SE   ,Y,E    ,Y,NNE  ,Y,N    ,Y,SSW  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-20,   0.0,N,  , 1, 32.0,Y, 1, 25.7,Y, 1, 24.1,Y,  7.6,Y,  0.0,Y,  0.0,Y, 11.2,Y, 11.2,Y,     , ,  9.4,Y,  9.4,Y,S    ,Y,CALM ,Y,CALM ,Y,SSE  ,Y,E    ,Y,     , ,SSE  ,Y,S    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-21,      , ,  ,  , 31.7,Y, 1, 23.8,Y, 1, 24.5,Y,  7.6,Y,  5.4,Y,  0.0,Y,  9.4,Y, 13.0,Y, 13.0,Y,  9.4,Y,  9.4,Y,SSW  ,Y,SSW  ,Y,CALM ,Y,SSE  ,Y,E    ,Y,ENE  ,Y,E    ,Y,SSE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-22,   0.6,N,  , 1, 31.9,Y, 1, 25.4,Y, 1, 24.4,Y, 11.2,Y, 11.2,Y,  9.4,Y, 13.0,Y, 13.0,Y, 13.0,Y,  9.4,Y,  9.4,Y,S    ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,E    ,Y,NNE  ,Y,S    ,Y,SW   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-23,  39.8,N,  , 1, 30.1,Y, 1, 24.7,Y, 1, 24.3,Y,  7.6,Y,  7.6,Y,  5.4,Y, 11.2,Y,  9.4,Y, 14.8,Y,  7.6,Y,  0.0,Y,SSE  ,Y,SSE  ,Y,SW   ,Y,SE   ,Y,ENE  ,Y,ENE  ,Y,ENE  ,Y,CALM ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-24,   1.0,N,  , 1, 32.2,Y, 1, 24.7,Y, 1, 24.3,Y,  9.4,Y,  0.0,Y, 11.2,Y, 11.2,Y, 11.2,Y, 13.0,Y, 13.0,Y, 11.2,Y,W    ,Y,CALM ,Y,SSE  ,Y,SE   ,Y,E    ,Y,N    ,Y,SSE  ,Y,S    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-25,   2.0,N,  , 1, 31.8,Y, 1, 24.5,Y, 1, 24.1,Y,  7.6,Y,  9.4,Y,  7.6,Y, 13.0,Y, 14.8,Y, 13.0,Y,  7.6,Y,  9.4,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,ENE  ,Y,NNE  ,Y,NNE  ,Y,SSE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-26,  35.8,N,  , 1, 30.1,Y, 1, 24.8,Y, 1, 24.5,Y,  5.4,Y,  5.4,Y,  9.4,Y, 11.2,Y, 11.2,Y,  7.6,Y, 11.2,Y, 13.0,Y,S    ,Y,WNW  ,Y,SSE  ,Y,SSE  ,Y,E    ,Y,S    ,Y,WSW  ,Y,WSW  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-27,  57.2,N,  , 1, 27.9,Y, 1, 24.2,Y, 1, 24.4,Y, 13.0,Y, 11.2,Y, 14.8,Y, 13.0,Y, 20.5,Y, 16.6,Y,  9.4,Y,  7.6,Y,WSW  ,Y,WSW  ,Y,SW   ,Y,SW   ,Y,W    ,Y,NW   ,Y,NW   ,Y,NW   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-02-28,  81.6,N,  , 1, 30.0,Y, 1, 23.8,Y, 1, 24.1,Y,  7.6,Y, 13.0,Y,  9.4,Y, 13.0,Y,  7.6,Y,  9.4,Y,  7.6,Y, 22.3,Y,NE   ,Y,WSW  ,Y,NNW  ,Y,NNW  ,Y,SW   ,Y,ENE  ,Y,WSW  ,Y,WNW  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-01,  78.0,N,  , 1, 25.1,Y, 1, 22.2,Y, 1, 22.7,Y, 11.2,Y, 20.5,Y, 31.3,Y, 33.5,Y, 37.1,Y, 29.5,Y, 29.5,Y, 27.7,Y,SSW  ,Y,W    ,Y,W    ,Y,W    ,Y,W    ,Y,W    ,Y,WNW  ,Y,WNW  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-02,  48.8,N,  , 1, 28.7,Y, 1, 22.7,Y, 1, 24.0,Y, 25.9,Y, 20.5,Y, 20.5,Y, 16.6,Y, 18.4,Y, 11.2,Y, 20.5,Y, 13.0,Y,NW   ,Y,WNW  ,Y,NW   ,Y,NW   ,Y,NW   ,Y,NNW  ,Y,NW   ,Y,N    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-03,  29.8,N,  , 1, 29.1,Y, 1, 24.6,Y, 1, 24.3,Y, 11.2,Y, 16.6,Y, 14.8,Y, 24.1,Y, 25.9,Y, 25.9,Y, 11.2,Y,  0.0,Y,NW   ,Y,NNW  ,Y,NW   ,Y,NW   ,Y,NW   ,Y,NW   ,Y,WNW  ,Y,CALM ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-04,   5.2,N,  , 1, 30.1,Y, 1, 24.5,Y, 1, 24.0,Y,  7.6,Y,  5.4,Y,  0.0,Y,  9.4,Y, 16.6,Y, 18.4,Y, 14.8,Y,  7.6,Y,NW   ,Y,NW   ,Y,CALM ,Y,NW   ,Y,NW   ,Y,W    ,Y,WNW  ,Y,WNW  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-05,   2.8,N,  , 1,     , ,  , 24.4,Y, 1, 24.0,Y,  7.6,Y,  0.0,Y,  5.4,Y, 11.2,Y, 16.6,Y, 13.0,Y, 14.8,Y,  9.4,Y,SSE  ,Y,CALM ,Y,W    ,Y,WNW  ,Y,NW   ,Y,NNW  ,Y,NW   ,Y,WSW  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-06,      , ,  ,  , 31.5,Y, 1,     , ,  , 24.2,Y,  9.4,Y,     , ,     , ,     , ,  5.4,Y, 16.6,Y,  9.4,Y,  5.4,Y,S    ,Y,     , ,     , ,     , ,SSW  ,Y,NW   ,Y,NW   ,Y,SSE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-07,   1.0,N,  , 1, 31.9,Y, 1, 24.3,Y, 1, 24.1,Y,  3.6,Y,  5.4,Y,  7.6,Y, 11.2,Y,  9.4,Y, 13.0,Y, 11.2,Y,  7.6,Y,W    ,Y,SW   ,Y,SW   ,Y,S    ,Y,SE   ,Y,WNW  ,Y,SSE  ,Y,WSW  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-08,   1.2,N,  , 1,     , ,  , 24.4,Y, 1, 24.0,Y, 11.2,Y,  7.6,Y,  5.4,Y,  9.4,Y, 11.2,Y,  9.4,Y,  3.6,Y,  7.6,Y,WSW  ,Y,SSW  ,Y,SSW  ,Y,S    ,Y,E    ,Y,ENE  ,Y,N    ,Y,WSW  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-09,      , ,  ,  , 32.7,Y, 1,     , ,  , 24.5,Y,     , ,     , ,     , ,     , , 11.2,Y, 18.4,Y,  9.4,Y,  0.0,Y,     , ,     , ,     , ,     , ,SE   ,Y,ENE  ,Y,WNW  ,Y,CALM ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-10,  14.8,N,  , 1, 31.6,Y, 1, 23.8,Y, 1, 24.4,Y,  7.6,Y,  7.6,Y,  1.8,Y, 11.2,Y,  7.6,Y,  9.4,Y,  7.6,Y,  1.8,Y,SW   ,Y,WSW  ,Y,NNW  ,Y,SW   ,Y,SE   ,Y,NNE  ,Y,N    ,Y,NNW  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-11,   0.0,N,  , 1, 31.0,Y, 1, 25.7,Y, 1, 24.9,Y,  5.4,Y,  1.8,Y,  5.4,Y,  9.4,Y,  9.4,Y, 13.0,Y,  9.4,Y,  0.0,Y,WNW  ,Y,W    ,Y,WSW  ,Y,W    ,Y,NNW  ,Y,NNW  ,Y,WSW  ,Y,CALM ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-12,   2.6,N,  , 1, 31.7,Y, 1, 24.1,Y, 1, 24.4,Y, 11.2,Y,  7.6,Y,  5.4,Y,  5.4,Y,  5.4,Y, 13.0,Y, 13.0,Y,  7.6,Y,SW   ,Y,W    ,Y,WSW  ,Y,WNW  ,Y,NNW  ,Y,NNW  ,Y,NW   ,Y,NW   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-13,   0.0,N,  , 1, 32.4,Y, 1, 25.2,Y, 1, 25.0,Y,  5.4,Y,  7.6,Y,  0.0,Y,  9.4,Y, 11.2,Y, 13.0,Y,  9.4,Y,  9.4,Y,NW   ,Y,SW   ,Y,CALM ,Y,WNW  ,Y,N    ,Y,NNW  ,Y,NNW  ,Y,NNW  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-14,   1.0,N,  , 1,     , ,  , 26.4,Y, 1, 25.1,Y,  9.4,Y,  7.6,Y,  7.6,Y,  5.4,Y, 16.6,Y, 16.6,Y,  7.6,Y,  1.8,Y,NW   ,Y,WNW  ,Y,NW   ,Y,NW   ,Y,N    ,Y,N    ,Y,NNW  ,Y,NW   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-15,      , ,  ,  , 32.4,Y, 1,     , ,  , 24.8,Y,  7.6,Y,     , ,     , ,     , , 14.8,Y, 14.8,Y, 11.2,Y,  7.6,Y,NW   ,Y,     , ,     , ,     , ,N    ,Y,N    ,Y,N    ,Y,NW   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-16,  56.6,N,  , 1, 31.6,Y, 1, 24.1,Y, 1, 24.6,Y, 13.0,Y, 14.8,Y,  5.4,Y,  3.6,Y,  7.6,Y, 11.2,Y,  5.4,Y,  1.8,Y,NNW  ,Y,W    ,Y,W    ,Y,NW   ,Y,NE   ,Y,N    ,Y,WSW  ,Y,WSW  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-17,  28.2,N,  , 1, 31.5,Y, 1, 24.3,Y, 1, 24.4,Y,  5.4,Y, 13.0,Y,  5.4,Y,  7.6,Y,  9.4,Y, 13.0,Y,  5.4,Y,  9.4,Y,SE   ,Y,NW   ,Y,     , ,NW   ,Y,N    ,Y,N    ,Y,NW   ,Y,SSW  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-18,   2.4,N,  , 1, 32.1,Y, 1, 24.1,Y, 1, 24.0,Y,  5.4,Y,  5.4,Y,  7.6,Y,  9.4,Y,  9.4,Y, 11.2,Y, 13.0,Y,  7.6,Y,SSE  ,Y,SW   ,Y,S    ,Y,SSW  ,Y,ESE  ,Y,N    ,Y,E    ,Y,SSW  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-19,  13.0,N,  , 1, 31.3,Y, 1, 24.6,Y, 1, 24.4,Y,  5.4,Y,  7.6,Y,  7.6,Y, 13.0,Y, 13.0,Y, 11.2,Y, 14.8,Y,  9.4,Y,SSW  ,Y,SW   ,Y,S    ,Y,SE   ,Y,ESE  ,Y,SE   ,Y,SE   ,Y,SSE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-20,   1.2,N,  , 1, 30.4,Y, 1, 24.7,Y, 1, 24.5,Y,  7.6,Y,  9.4,Y,  5.4,Y,  9.4,Y,  9.4,Y, 13.0,Y, 20.5,Y,  0.0,Y,SSE  ,Y,SSW  ,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,ESE  ,Y,E    ,Y,CALM ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-21,  36.6,N,  , 1, 30.5,Y, 1, 24.6,Y, 1, 24.9,Y,  7.6,Y,  3.6,Y,  7.6,Y,  9.4,Y,  7.6,Y, 14.8,Y, 14.8,Y,  5.4,Y,S    ,Y,SSW  ,Y,S    ,Y,SSE  ,Y,ENE  ,Y,N    ,Y,NNW  ,Y,NW   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-22,   6.8,N,  , 1, 31.0,Y, 1, 25.6,Y, 1, 25.2,Y,  0.0,Y,  7.6,Y,  5.4,Y, 16.6,Y, 13.0,Y, 11.2,Y, 13.0,Y,  1.8,Y,CALM ,Y,SSE  ,Y,SW   ,Y,ESE  ,Y,E    ,Y,N    ,Y,WSW  ,Y,WSW  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-23,   1.0,N,  , 1, 31.4,Y, 1, 25.4,Y, 1, 25.2,Y,  0.0,Y,  0.0,Y,  7.6,Y,  7.6,Y, 11.2,Y, 13.0,Y,  9.4,Y,  7.6,Y,CALM ,Y,CALM ,Y,S    ,Y,SSE  ,Y,NNW  ,Y,NNW  ,Y,W    ,Y,S    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-24,   2.8,N,  , 1, 31.5,Y, 1, 24.8,Y, 1, 24.3,Y,  5.4,Y,  5.4,Y,  0.0,Y,  5.4,Y,  5.4,Y, 11.2,Y,  7.6,Y,  0.0,Y,SSE  ,Y,SW   ,Y,CALM ,Y,SE   ,Y,SW   ,Y,N    ,Y,N    ,Y,CALM ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-25,   0.0,N,  , 1, 32.5,Y, 1, 25.0,Y, 1, 24.4,Y,  1.8,Y,  7.6,Y,  5.4,Y,  3.6,Y, 11.2,Y, 13.0,Y,  7.6,Y,  3.6,Y,S    ,Y,SSW  ,Y,SSW  ,Y,SSE  ,Y,ENE  ,Y,N    ,Y,N    ,Y,NE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-26,   0.0,N,  , 1, 32.4,Y, 1, 24.9,Y, 1, 23.7,Y,  1.8,Y,  7.6,Y,  0.0,Y, 11.2,Y, 11.2,Y, 13.0,Y,  7.6,Y,  0.0,Y,E    ,Y,SSE  ,Y,CALM ,Y,ENE  ,Y,E    ,Y,N    ,Y,N    ,Y,CALM ,Y,#
