dc,Station Number,Station Name,Latitude,Longitude,Height above MSL,Month Day Year in YYYY-MM-DD format,Precipitation in the 24 hours before 9am (local time) in mm,Quality of precipitation value,Number of days of rain within the days of accumulation,Accumulated number of days over which the precipitation was measured,Maximum temperature in 24 hours after 9am (local time) in Degrees C,Quality of maximum temperature in 24 hours after 9am (local time),Days of accumulation of maximum temperature,Minimum temperature in 24 hours before 9am (local time) in Degrees C,Quality of minimum temperature in 24 hours before 9am (local time),Days of accumulation of minimum temperature,Average daily dew point temperature in Degrees C,Quality of overall dew point temperature observations used,Relative humidity for observation at 09 hours Local Time in percentage %,Quality of relative humidity for observation at 09 hours Local Time,Relative humidity for observation at 15 hours Local Time in percentage %,Quality of relative humidity for observation at 15 hours Local Time,Wind speed at 09 hours Local Time measured in km/h,Quality of wind speed at 09 hours Local Time,Wind speed at 15 hours Local Time measured in km/h,Quality of wind speed at 15 hours Local Time,Wind direction at 09 hours Local Time as 16 compass point text,Quality of wind direction at 09 hours Local Time,Wind direction at 15 hours Local Time as 16 compass point text,Quality of wind direction at 15 hours Local Time,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-11-17,  18.0,N,  , 1, 33.0,Y, 1, 23.1,Y, 1, 26.5,S, 83,S, 81,S, 11.2,Y, 22.3,Y,SW   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-11-18,   1.8,N,  , 1, 33.0,Y, 1, 25.8,Y, 1, 26.9,S, 81,S, 77,S, 16.6,Y, 18.4,Y,WNW  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-11-19,   0.0,N,  , 1, 33.4,Y, 1, 26.0,Y, 1, 26.6,S, 78,S, 78,S,  9.4,Y, 14.8,Y,N    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-11-20,   0.0,N,  , 1, 32.4,Y, 1, 26.3,Y, 1, 25.5,S, 76,S, 71,S, 14.8,Y, 16.6,Y,NE   ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-11-21,   0.8,N,  , 1, 31.8,Y, 1, 25.9,Y, 1, 25.5,S, 73,S, 75,S, 13.0,Y, 16.6,Y,N    ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-11-22,  11.6,N,  , 1, 31.0,Y, 1, 25.4,Y, 1, 24.8,S, 84,S, 72,S,  7.6,Y,  9.4,Y,W    ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-11-23,  54.8,N,  , 1, 33.0,Y, 1, 23.2,Y, 1, 25.4,S, 76,S, 63,S, 14.8,Y, 22.3,Y,NW   ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-11-24,  13.4,N,  , 1, 33.4,Y, 1, 23.5,Y, 1, 25.6,S, 80,S, 69,S,  9.4,Y, 18.4,Y,S    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-11-25,   0.4,N,  , 1, 33.2,Y, 1, 24.4,Y, 1, 25.5,S, 70,S, 72,S,  5.4,Y, 24.1,Y,NNW  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-11-26,   0.0,N,  , 1, 33.0,Y, 1, 23.7,Y, 1, 24.1,S, 75,S, 64,S, 11.2,Y, 22.3,Y,NW   ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-11-27,   0.0,N,  , 1, 33.1,Y, 1, 25.7,Y, 1, 24.4,S, 67,S, 64,S,  9.4,Y, 20.5,Y,N    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-11-28,   0.0,N,  , 1, 32.9,Y, 1, 24.1,Y, 1, 25.2,S, 75,S, 70,S, 13.0,Y, 16.6,Y,N    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-11-29,   0.0,N,  , 1, 33.4,Y, 1, 25.6,Y, 1, 24.9,S, 70,S, 64,S, 18.4,Y, 18.4,Y,NNE  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-11-30,   0.0,N,  , 1, 33.0,Y, 1, 28.6,Y, 1, 25.5,S, 72,S, 67,S, 14.8,Y, 22.3,Y,N    ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-01,   0.0,N,  , 1, 33.5,Y, 1, 29.4,Y, 1, 27.1,S, 73,S, 71,S, 25.9,Y, 31.3,Y,WNW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-02,   0.0,N,  , 1, 33.7,Y, 1, 30.3,Y, 1, 28.2,S, 78,S, 79,S, 35.3,Y, 35.3,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-03,   0.0,N,  , 1, 33.4,Y, 1, 30.0,Y, 1, 27.3,S, 74,S, 75,S, 35.3,Y, 38.9,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-04,   0.2,N,  , 1, 33.8,Y, 1, 30.0,Y, 1, 27.4,S, 79,S, 76,S, 27.7,Y, 25.9,Y,NW   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-05,   0.0,N,  , 1, 34.0,Y, 1, 29.7,Y, 1, 27.3,S, 75,S, 72,S, 18.4,Y, 20.5,Y,W    ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-06,   0.0,N,  , 1, 33.8,Y, 1, 29.2,Y, 1, 26.3,S, 76,S, 65,S, 22.3,Y, 16.6,Y,N    ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-07,   0.0,N,  , 1, 35.3,Y, 1, 26.0,Y, 1, 24.6,S, 71,S, 56,S,  9.4,Y, 25.9,Y,ESE  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-08,   0.0,N,  , 1, 33.8,Y, 1, 25.6,Y, 1, 25.3,S, 69,S, 69,S, 11.2,Y, 20.5,Y,E    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-09,   0.0,N,  , 1, 34.1,Y, 1, 26.5,Y, 1, 25.1,S, 68,S, 55,S, 18.4,Y, 27.7,Y,NNE  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-10,   0.0,N,  , 1, 32.4,Y, 1, 26.1,Y, 1, 24.5,S, 69,S, 69,S,  9.4,Y, 20.5,Y,NNW  ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-11,   5.0,N,  , 1, 35.9,Y, 1, 24.8,Y, 1, 23.5,S, 66,S, 54,S, 11.2,Y, 24.1,Y,ESE  ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-12,   0.0,N,  , 1, 34.0,Y, 1, 24.3,Y, 1, 24.9,S, 71,S, 68,S, 11.2,Y, 20.5,Y,ENE  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-13,   0.0,N,  , 1, 33.9,Y, 1, 24.7,Y, 1, 25.2,S, 74,S, 64,S, 13.0,Y, 25.9,Y,N    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-14,   0.0,N,  , 1, 33.1,Y, 1, 26.3,Y, 1, 24.9,S, 74,S, 66,S, 13.0,Y, 22.3,Y,N    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-15,   4.6,N,  , 1, 33.6,Y, 1, 26.1,Y, 1, 24.7,S, 71,S, 62,S, 18.4,Y, 27.7,Y,NNW  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-16,   0.0,N,  , 1, 33.2,Y, 1, 25.3,Y, 1, 24.7,S, 69,S, 64,S,  5.4,Y, 13.0,Y,NNW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-17,   0.0,N,  , 1, 33.1,Y, 1, 24.8,Y, 1, 25.1,S, 73,S, 77,S,  5.4,Y,  7.6,Y,NW   ,Y,WSW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-18,   0.4,N,  , 1, 33.7,Y, 1, 25.8,Y, 1, 25.5,S, 70,S, 79,S, 11.2,Y, 18.4,Y,NNE  ,Y,SSW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-19,   0.0,N,  , 1, 33.9,Y, 1, 26.1,Y, 1, 25.3,S, 66,S, 85,S, 11.2,Y, 24.1,Y,ESE  ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-20,   3.8,N,  , 1, 33.0,Y, 1, 25.5,Y, 1, 25.5,S, 69,S, 74,S, 13.0,Y, 27.7,Y,NE   ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-21,   0.0,N,  , 1, 33.7,Y, 1, 26.3,Y, 1, 25.4,S, 73,S, 67,S, 14.8,Y, 22.3,Y,NNE  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-22,   0.0,N,  , 1, 33.9,Y, 1, 25.8,Y, 1, 25.3,S, 70,S, 66,S, 11.2,Y, 14.8,Y,N    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-23,   0.0,N,  , 1, 32.3,Y, 1, 26.2,Y, 1, 24.8,S, 71,S, 66,S, 11.2,Y, 20.5,Y,NNW  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-24,   0.4,N,  , 1, 32.0,Y, 1, 25.8,Y, 1, 24.7,S, 76,S, 70,S,  9.4,Y, 22.3,Y,SE   ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-25,   5.8,N,  , 1, 33.7,Y, 1, 24.5,Y, 1, 25.0,S, 76,S, 66,S,  9.4,Y, 27.7,Y,E    ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-26,   5.2,N,  , 1, 29.9,Y, 1, 25.4,Y, 1, 24.9,S, 90,S, 79,S,  9.4,Y, 20.5,Y,E    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-27,  40.8,N,  , 1, 29.8,Y, 1, 24.8,Y, 1, 25.0,S, 97,S, 81,S, 11.2,Y, 27.7,Y,NE   ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-28,  20.4,N,  , 1, 28.7,Y, 1, 24.5,Y, 1, 24.8,S, 96,S, 89,S, 14.8,Y,  7.6,Y,NNW  ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-29, 113.0,N,  , 1, 29.9,Y, 1, 24.5,Y, 1, 25.1,S, 88,S, 79,S, 27.7,Y, 20.5,Y,NW   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-30,  39.8,N,  , 1, 30.6,Y, 1, 24.3,Y, 1, 25.4,S, 96,S, 97,S,  7.6,Y, 44.3,Y,E    ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2007-12-31,  95.4,N,  , 1, 29.9,Y, 1, 25.1,Y, 1, 26.2,S, 92,S, 83,S, 37.1,Y, 33.5,Y,WNW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-01,  21.2,N,  , 1, 30.4,Y, 1, 24.8,Y, 1, 26.9,S, 86,S, 93,S, 31.3,Y, 24.1,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-02,  56.4,N,  , 1, 29.3,Y, 1, 24.1,Y, 1, 26.3,S, 97,S, 85,S, 16.6,Y, 22.3,Y,NW   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-03,  43.2,N,  , 1, 31.3,Y, 1, 23.4,Y, 1, 26.9,S, 88,S, 88,S, 18.4,Y, 33.5,Y,NW   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-04,  93.0,N,  , 1, 30.5,Y, 1, 24.7,Y, 1, 26.4,S, 93,S, 88,S, 44.3,Y, 25.9,Y,W    ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-05,  79.8,N,  , 1, 29.6,Y, 1, 24.1,Y, 1, 27.5,S,   , ,104,S, 38.9,Y, 42.5,Y,W    ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-06,  29.2,N,  , 1, 30.7,Y, 1, 23.5,Y, 1, 25.0,S, 88,S, 84,S, 33.5,Y, 38.9,Y,WSW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-07,  41.2,N,  , 1, 30.4,Y, 1, 23.2,Y, 1, 26.0,S, 86,S, 86,S, 27.7,Y, 29.5,Y,WSW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-08,   0.0,N,  , 1, 31.3,Y, 1, 27.6,Y, 1, 27.2,S, 83,S, 85,S, 37.1,Y, 31.3,Y,W    ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-09,   0.0,N,  , 1, 31.3,Y, 1, 28.6,Y, 1, 28.0,S, 93,S, 85,S, 37.1,Y, 27.7,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-10,   0.2,N,  , 1, 31.6,Y, 1, 26.9,Y, 1, 27.1,S, 89,S, 80,S, 33.5,Y, 33.5,Y,NW   ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-11,   0.0,N,  , 1, 31.7,Y, 1, 26.9,Y, 1, 27.4,S, 93,S, 86,S, 40.7,Y, 35.3,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-12,   2.4,N,  , 1, 31.6,Y, 1, 26.2,Y, 1, 26.2,S, 84,S, 79,S, 42.5,Y, 37.1,Y,WNW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-13,   0.8,N,  , 1, 30.9,Y, 1, 25.0,Y, 1, 26.0,S, 83,S, 77,S, 35.3,Y, 33.5,Y,WNW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-14,   0.4,N,  , 1, 31.4,Y, 1, 28.0,Y, 1, 26.3,S, 82,S, 79,S, 35.3,Y, 31.3,Y,WNW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-15,   4.6,N,  , 1, 31.3,Y, 1, 28.1,Y, 1, 26.4,S, 79,S, 76,S, 35.3,Y, 35.3,Y,W    ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-16,   0.0,N,  , 1, 31.5,Y, 1, 28.1,Y, 1, 26.2,S, 81,S, 78,S, 42.5,Y, 33.5,Y,WNW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-17,   0.0,N,  , 1, 32.4,Y, 1, 28.7,Y, 1, 26.3,S, 79,S, 93,S, 38.9,Y, 14.8,Y,W    ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-18,   1.0,N,  , 1, 32.4,Y, 1, 26.3,Y, 1, 26.9,S, 80,S, 79,S, 31.3,Y, 29.5,Y,W    ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-19,   0.0,N,  , 1, 32.2,Y, 1, 25.9,Y, 1, 25.6,S, 67,S, 76,S, 14.8,Y, 20.5,Y,NW   ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-20,   0.0,N,  , 1, 32.7,Y, 1, 28.8,Y, 1, 27.1,S, 85,S, 76,S, 27.7,Y, 24.1,Y,WNW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-21,   0.0,N,  , 1, 32.6,Y, 1, 28.9,Y, 1, 26.8,S, 86,S, 79,S, 27.7,Y, 29.5,Y,WNW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-22,   6.4,N,  , 1, 32.3,Y, 1, 24.1,Y, 1, 25.6,S, 82,S, 76,S, 27.7,Y, 25.9,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-23,  62.2,N,  , 1, 32.0,Y, 1, 22.6,Y, 1, 24.8,S, 87,S, 67,S, 11.2,Y, 18.4,Y,SSW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-24,   6.0,N,  , 1, 32.0,Y, 1, 24.2,Y, 1, 25.2,S, 78,S, 80,S, 13.0,Y, 14.8,Y,W    ,Y,S    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-25,   1.8,N,  , 1, 31.4,Y, 1, 25.5,Y, 1, 25.6,S, 77,S, 74,S, 13.0,Y, 11.2,Y,NE   ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-26,  28.8,N,  , 1, 31.4,Y, 1, 24.4,Y, 1, 25.2,S, 81,S, 72,S,  5.4,Y, 11.2,Y,E    ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-27,  19.6,N,  , 1, 32.4,Y, 1, 25.7,Y, 1, 25.4,S, 82,S, 66,S,  7.6,Y, 13.0,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-28,   0.2,N,  , 1, 32.4,Y, 1, 25.6,Y, 1, 25.3,S, 77,S, 71,S,  9.4,Y, 16.6,Y,NNW  ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-29,  20.0,N,  , 1, 32.5,Y, 1, 25.2,Y, 1, 25.4,S, 96,S, 71,S,  3.6,Y, 14.8,Y,E    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-30,   0.2,N,  , 1, 32.5,Y, 1, 25.6,Y, 1, 25.6,S, 77,S, 77,S, 14.8,Y, 14.8,Y,NNE  ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-01-31,   0.0,N,  , 1, 32.7,Y, 1, 25.4,Y, 1, 25.8,S, 78,S, 70,S,  5.4,Y, 14.8,Y,SW   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-01,   0.0,N,  , 1, 33.1,Y, 1, 25.7,Y, 1, 25.8,S, 73,S, 73,S,  7.6,Y, 16.6,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-02,   0.0,N,  , 1, 33.4,Y, 1, 25.6,Y, 1, 25.5,S, 71,S, 65,S, 13.0,Y, 16.6,Y,N    ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-03,   0.0,N,  , 1, 33.4,Y, 1, 26.2,Y, 1, 24.7,S, 74,S, 61,S,  7.6,Y,  7.6,Y,SSW  ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-04,   0.4,N,  , 1, 33.6,Y, 1, 26.2,Y, 1, 25.9,S, 82,S, 68,S, 14.8,Y,  7.6,Y,WSW  ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-05,   0.4,N,  , 1, 33.1,Y, 1, 26.2,Y, 1, 25.7,S, 69,S, 72,S, 16.6,Y, 22.3,Y,SW   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-06,  11.2,N,  , 1, 33.5,Y, 1, 25.4,Y, 1, 26.7,S, 77,S, 72,S, 20.5,Y, 22.3,Y,WSW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-07,  41.4,N,  , 1, 32.2,Y, 1, 24.0,Y, 1, 26.3,S, 82,S, 98,S, 25.9,Y, 13.0,Y,W    ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-08,  48.2,N,  , 1, 31.2,Y, 1, 24.6,Y, 1, 25.7,S, 84,S, 86,S, 35.3,Y, 35.3,Y,NW   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-09,  59.2,N,  , 1, 31.4,Y, 1, 25.0,Y, 1, 25.6,S, 80,S, 81,S, 20.5,Y, 29.5,Y,SW   ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-10,  28.2,N,  , 1, 30.4,Y, 1, 24.9,Y, 1, 25.7,S, 79,S, 92,S, 38.9,Y, 29.5,Y,W    ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-11,   5.2,N,  , 1, 29.6,Y, 1, 26.2,Y, 1, 25.3,S, 88,S, 80,S, 64.8,Y, 33.5,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-12,  49.0,N,  , 1, 29.9,Y, 1, 25.0,Y, 1, 25.9,S, 97,S, 89,S, 40.7,Y, 38.9,Y,WSW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-13,  19.6,N,  , 1, 30.6,Y, 1, 25.0,Y, 1, 25.7,S, 81,S, 83,S, 31.3,Y, 25.9,Y,NW   ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-14,  33.2,N,  , 1, 29.6,Y, 1, 25.3,Y, 1, 25.4,S, 93,S, 83,S, 29.5,Y, 22.3,Y,NNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-15,   4.2,N,  , 1, 29.4,Y, 1, 25.2,Y, 1, 25.6,S, 91,S, 87,S,  0.0,Y, 37.1,Y,CALM ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-16,  23.6,N,  , 1, 31.2,Y, 1, 25.5,Y, 1, 25.3,S, 92,S, 71,S,  9.4,Y, 18.4,Y,SW   ,Y,W    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-17,   6.0,N,  , 1, 31.0,Y, 1, 25.8,Y, 1, 24.9,S, 77,S, 77,S, 14.8,Y, 29.5,Y,W    ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-18,   5.0,N,  , 1, 30.8,Y, 1, 24.3,Y, 1, 25.4,S, 78,S, 87,S, 25.9,Y, 22.3,Y,W    ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-19,   9.6,N,  , 1, 30.7,Y, 1, 26.0,Y, 1, 25.4,S, 80,S, 94,S, 25.9,Y, 29.5,Y,NNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-20,  13.8,N,  , 1, 31.2,Y, 1, 26.0,Y, 1, 25.6,S, 90,S, 76,S, 24.1,Y, 27.7,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-21,   6.4,N,  , 1, 30.7,Y, 1, 25.6,Y, 1, 25.2,S, 81,S, 80,S, 27.7,Y, 29.5,Y,NW   ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-22,   8.4,N,  , 1, 29.3,Y, 1, 26.0,Y, 1, 25.4,S, 85,S, 84,S, 27.7,Y, 29.5,Y,WSW  ,Y,WSW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-23,  24.0,N,  , 1, 30.7,Y, 1, 24.5,Y, 1, 24.5,S, 81,S, 71,S, 33.5,Y, 25.9,Y,W    ,Y,W    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-24,  11.4,N,  , 1, 30.1,Y, 1, 24.2,Y, 1, 24.5,S, 92,S, 77,S, 27.7,Y, 24.1,Y,NW   ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-25,   8.8,N,  , 1, 30.1,Y, 1, 25.0,Y, 1, 25.1,S, 78,S, 80,S, 37.1,Y, 31.3,Y,NW   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-26,   2.0,N,  , 1, 30.1,Y, 1, 26.0,Y, 1, 25.4,S, 84,S, 79,S, 25.9,Y, 37.1,Y,NNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-27,   5.2,N,  , 1, 30.9,Y, 1, 26.2,Y, 1, 25.6,S, 91,S, 78,S, 29.5,Y, 31.3,Y,NW   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-28,   5.2,N,  , 1, 28.8,Y, 1, 25.7,Y, 1, 25.6,S, 91,S, 93,S, 14.8,Y, 22.3,Y,NW   ,Y,NW   ,Y,#
